MSR_Id;Lane;Direction;Latitude;Longitude;Name;Canton;Direction;Street 
CH:0056.03;lane3;positive;47.0047722;7.49374151;SCHOENBUEHL, GRAUHOLZ (AB);BE;ZUERICH;A 1
CH:0056.01;lane1;positive;47.0047302;7.49382353;SCHOENBUEHL, GRAUHOLZ (AB);BE;ZUERICH;A 1
CH:0025.03;lane2;positive;47.0145302;9.50471783;BAD RAGAZ (AB);SG;CHUR                ;A 13
CH:0175.01;lane1;positive;46.8207397;7.13889837;CONT. DE FRIBOURG (AR);FR;FLAMATT             ;A 12
CH:0056.02;lane2;positive;47.0047531;7.49378109;SCHOENBUEHL, GRAUHOLZ (AB);BE;ZUERICH;A 1
CH:0340.01;lane1;positive;47.4582138;8.28517914;BADEN-WEST (AB) - AG1441;AG;ZUERICH;A 1
CH:0509.03;lane2;negative;46.4683304;6.34408712;ROLLE N (AR);VD;GENF;A 1
CH:0509.04;lane1;negative;46.4683609;6.344069;ROLLE N (AR);VD;GENF;A 1
CH:0300.03;lane2;negative;46.4772415;6.41129398;ETOY (AR);VD;GENEVE;A 1
CH:0300.04;lane1;negative;46.4772758;6.411304;ETOY (AR);VD;GENEVE;A 1
CH:0060.01;lane1;positive;47.3116798;7.81934834;GUNZGEN (AB);SO;ZUERICH             ;A 1
CH:0060.02;lane2;positive;47.3117104;7.81935787;GUNZGEN (AB);SO;ZUERICH             ;A 1
CH:0175.02;lane2;positive;46.8207588;7.13885498;CONT. DE FRIBOURG (AR);FR;FLAMATT             ;A 12
CH:0775.02;lane2;positive;47.4744835;7.75896883;LAUSEN;BL;SISSACH;A 22
CH:0283.01;lane1;;47.5706253;7.58274269;BASEL - ST. JOHANN, TUNNEL E (AB);BS;FRANKREICH;A 3
CH:0775.01;lane1;positive;47.4744606;7.75894499;LAUSEN;BL;SISSACH;A 22
CH:0265.03;lane2;positive;46.2841682;8.99310017;MOLENO N (AS);TI;BELLINZONA;A 2
CH:0283.04;lane2;negative;47.5707626;7.58273649;BASEL - ST. JOHANN, TUNNEL E (AB);BS;FRANKREICH;A 3
CH:0283.05;lane1;negative;47.5708008;7.58273363;BASEL - ST. JOHANN, TUNNEL E (AB);BS;FRANKREICH;A 3
CH:0283.06;lane1;;47.5708733;7.58273554;BASEL - ST. JOHANN, TUNNEL E (AB);BS;FRANKREICH;A 3
CH:0265.04;lane1;positive;46.2841721;8.99314499;MOLENO N (AS);TI;BELLINZONA;A 2
CH:0060.03;lane3;positive;47.3117371;7.81936598;GUNZGEN (AB);SO;ZUERICH             ;A 1
CH:0105.03;lane2;positive;47.2109261;8.54366684;BAAR N (AB);ZG;VERZW. A14/A4;A 14
CH:0272.03;lane2;negative;46.1946259;6.07815313;GENEVE, PONT DU RHONE (AR);GE;GENEVE VILLE / FRANCE;A 1
CH:0132.01;lane1;positive;46.9727058;9.60482693;PARDISLA, CHLUSTUNNEL;GR;KLOSTERS            ;A 28
CH:0272.04;lane1;negative;46.1946259;6.07810354;GENEVE, PONT DU RHONE (AR);GE;GENEVE VILLE / FRANCE;A 1
CH:0023.01;lane1;positive;47.0526123;7.53781891;MATTSTETTEN (AB);BE;ZUERICH;A 1
CH:0023.02;lane2;positive;47.052639;7.53777504;MATTSTETTEN (AB);BE;ZUERICH;A 1
CH:0060.04;lane3;negative;47.3116188;7.82072592;GUNZGEN (AB);SO;BERN                ;A 1
CH:0060.05;lane2;negative;47.3116417;7.82073593;GUNZGEN (AB);SO;BERN                ;A 1
CH:0105.04;lane1;positive;47.2108917;8.54365826;BAAR N (AB);ZG;VERZW. A14/A4;A 14
CH:0598.06;lane1;positive;47.4712982;9.4431963;MEGGENHUS, VERZWEIGUNG (AB);SG;VERZWEIGUNG A1;A 23
CH:0598.05;lane2;positive;47.4712753;9.44316101;MEGGENHUS, VERZWEIGUNG (AB);SG;VERZWEIGUNG A1;A 23
CH:0060.06;lane1;negative;47.3116646;7.82073593;GUNZGEN (AB);SO;BERN                ;A 1
CH:0504.01;lane1;positive;46.3865166;6.20430088;NYON, CRASSIER (AR);VD;LAUSANNE;A 1
CH:0504.02;lane2;positive;46.3865242;6.20425034;NYON, CRASSIER (AR);VD;LAUSANNE;A 1
CH:0338.04;lane3;negative;47.4506645;8.25934601;BADEN-WEST (AB) - AG1442;AG;Bern;A 1
CH:0849.04;lane1;positive;47.6932373;8.62523651;FAESENSTAUB SUED;SH;WINTERTHUR;A 4
CH:0338.05;lane2;negative;47.450695;8.25932789;BADEN-WEST (AB) - AG1442;AG;Bern;A 1
CH:0338.06;lane1;negative;47.4507256;8.25931358;BADEN-WEST (AB) - AG1442;AG;Bern;A 1
CH:0744.04;lane2;negative;46.5612755;6.56034946;CRISSIER (AR) RI SUED;VD;GENEVE;A 1
CH:0744.03;lane1;negative;46.5612717;6.5603056;CRISSIER (AR) RI SUED;VD;GENEVE;A 1
CH:0286.06;lane2;negative;47.4104996;8.61683178;WALLISELLEN (AB);ZH;ZUERICH;A 1
CH:0286.07;lane1;negative;47.4105301;8.6168108;WALLISELLEN (AB);ZH;ZUERICH;A 1
CH:0287.03;lane2;negative;47.4244041;8.48388958;WEININGEN, GUBRIST (AB);ZH;VERZW. A1C/A1;A 1C
CH:0287.04;lane1;negative;47.4244537;8.4839077;WEININGEN, GUBRIST (AB);ZH;VERZW. A1C/A1;A 1C
CH:0286.08;emergencyLane;negative;47.4105606;8.61678696;WALLISELLEN (AB);ZH;ZUERICH;A 1
CH:0121.02;lane2;positive;46.9631805;6.86743116;COLOMBIER, AREUSE (AR);NE;NEUCHATEL;A 5
CH:0121.01;lane1;positive;46.9631577;6.86745024;COLOMBIER, AREUSE (AR);NE;NEUCHATEL;A 5
CH:0191.04;lane1;positive;47.045433;8.55916309;GOLDAU S (AB);SZ;BRUNNEN             ;A 4
CH:0273.01;lane1;;47.5725327;7.60233402;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;DEUTSCHLAND;A 2
CH:0273.02;lane1;negative;47.5742798;7.60065413;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;DEUTSCHLAND;A 2
CH:0546.01;lane1;positive;47.4250107;8.37906933;SPREITENBACH O (AB);AG;ZUERICH;A 1
CH:0546.02;lane2;positive;47.4250488;8.3790884;SPREITENBACH O (AB);AG;ZUERICH;A 1
CH:0546.03;lane3;positive;47.4250679;8.37909985;SPREITENBACH O (AB);AG;ZUERICH;A 1
CH:0837.05;lane4;negative;47.4087906;8.58653164;SCHWAMENDINGEN (AB);ZH;ZUERICH;A 1
CH:0191.03;lane2;positive;47.0454178;8.55920887;GOLDAU S (AB);SZ;BRUNNEN             ;A 4
CH:0279.02;lane1;positive;46.5806541;7.0905838;ENNEY N, SAUSSIVUE;FR;CHATEAU D'OEX;H 190
CH:0837.06;lane3;negative;47.4088211;8.58654785;SCHWAMENDINGEN (AB);ZH;ZUERICH;A 1
CH:0333.01;lane1;positive;46.6649323;6.57141018;BAVOIS (AR);VD;YVERDON;A 1
CH:0837.07;lane2;negative;47.4088554;8.58656025;SCHWAMENDINGEN (AB);ZH;ZUERICH;A 1
CH:0309.01;lane1;positive;46.6897202;7.65987539;SPIEZ (AB);BE;INTERLAKEN;A 6
CH:0309.02;lane2;positive;46.6897469;7.65990067;SPIEZ (AB);BE;INTERLAKEN;A 6
CH:0739.01;lane1;positive;46.3063278;7.68527079;TURTMANN (AB);VS;BRIG;A 9
CH:0837.08;lane1;negative;47.4088936;8.5865736;SCHWAMENDINGEN (AB);ZH;ZUERICH;A 1
CH:0739.02;lane2;positive;46.306366;7.68524742;TURTMANN (AB);VS;BRIG;A 9
CH:0186.02;lane1;positive;46.3895836;6.81619549;ST-GINGOLPH E;VS;VIONNAZ             ;H 21
CH:0200.01;lane1;positive;46.151371;6.09684467;GENEVE, BARDONNEX (AR);GE;GENEVE              ;A 1A
CH:0292.02;lane1;negative;47.168705;7.79594803;MADISWIL N;BE;LANGENTHAL;H 244
CH:0273.03;lane2;negative;47.5742989;7.60069036;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;DEUTSCHLAND;A 2
CH:0273.04;lane2;positive;47.5725861;7.60256672;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;BASEL;A 2
CH:0200.02;lane2;positive;46.1513824;6.09680176;GENEVE, BARDONNEX (AR);GE;GENEVE              ;A 1A
CH:0200.03;lane3;positive;46.1513901;6.09675741;GENEVE, BARDONNEX (AR);GE;GENEVE              ;A 1A
CH:0294.01;lane1;negative;47.4242172;8.05474377;KUETTIGEN N;AG;FRICK;H 24
CH:0565.04;lane2;positive;47.3403091;8.44347286;AESCHERTUNNEL (AB) - ZH1201;ZH;VERZW. ZUERICH WEST;A 3
CH:0853.04;lane1;positive;47.1577911;7.27066898;BIENNE NORD (AB);BE;BIENNE;A 16
CH:0565.05;lane1;positive;47.3402405;8.44348049;AESCHERTUNNEL (AB) - ZH1201;ZH;VERZW. ZUERICH WEST;A 3
CH:0295.03;lane2;negative;47.5186005;8.01332283;OESCHGEN (AB);AG;AUGST;A 3
CH:0295.04;lane1;negative;47.5186234;8.01336098;OESCHGEN (AB);AG;AUGST;A 3
CH:0273.05;lane1;positive;47.5725975;7.60261059;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;BASEL;A 2
CH:0273.06;lane2;;47.5727158;7.60275078;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;DEUTSCHLAND;A 2
CH:0273.07;lane1;;47.5727234;7.60278893;BASEL, ANSCHLUSS WIESE, A2 (AB);BS;DEUTSCHLAND;A 2
CH:0565.06;emergencyLane;positive;47.3401566;8.4434948;AESCHERTUNNEL (AB) - ZH1201;ZH;VERZW. ZUERICH WEST;A 3
CH:0853.03;lane2;positive;47.157753;7.27067518;BIENNE NORD (AB);BE;BIENNE;A 16
CH:0289.01;lane1;negative;46.0971413;8.92819786;CAMIGNOLO (AS);TI;BELLINZONA;A 2
CH:0289.02;lane2;negative;46.0971298;8.92823982;CAMIGNOLO (AS);TI;BELLINZONA;A 2
CH:0289.03;lane2;positive;46.0971031;8.92832947;CAMIGNOLO (AS);TI;LUGANO;A 2
CH:0668.02;lane1;positive;46.2469635;6.93687296;MONTHEY - VS164002;VS;TROISTORRENTS;H 201
CH:0588.03;lane2;positive;47.2184906;8.96246529;SCHMERIKON (AB);SG;REICHENBURG;A 15
CH:0588.04;lane1;positive;47.2184906;8.96252441;SCHMERIKON (AB);SG;REICHENBURG;A 15
CH:0299.01;lane1;positive;47.1968269;8.70271206;WOLLERAU, BLATTTUNNEL (AB);SZ;SARGANS;A 3
CH:0333.02;lane2;positive;46.6649284;6.5713625;BAVOIS (AR);VD;YVERDON;A 1
CH:0284.06;lane1;negative;47.4618225;8.70883656;WINTERTHUR, KEMPTTHAL (AB);ZH;ZUERICH;A 1
CH:0299.02;lane2;positive;47.1968689;8.70273685;WOLLERAU, BLATTTUNNEL (AB);SZ;SARGANS;A 3
CH:0523.03;lane2;positive;46.8701363;7.54665709;MUENSINGEN (AB);BE;THUN;A 6
CH:0299.03;lane2;negative;47.1969414;8.70276833;WOLLERAU, BLATTTUNNEL (AB);SZ;ZUERICH;A 3
CH:0299.04;lane1;negative;47.1969681;8.70278645;WOLLERAU, BLATTTUNNEL (AB);SZ;ZUERICH;A 3
CH:0284.04;lane3;negative;47.4618301;8.70892715;WINTERTHUR, KEMPTTHAL (AB);ZH;ZUERICH;A 1
CH:0284.05;lane2;negative;47.4618263;8.70888424;WINTERTHUR, KEMPTTHAL (AB);ZH;ZUERICH;A 1
CH:0341.03;lane1;positive;47.4545097;8.32589245;NEUENHOF (AB) - AG1402;AG;ZUERICH;A 1
CH:0341.02;lane2;positive;47.4545364;8.32589054;NEUENHOF (AB) - AG1402;AG;ZUERICH;A 1
CH:0301.01;lane1;;47.3634987;8.42322636;BIRMENSDORF N (AB) - ZH1103;ZH;URDORF;A 4
CH:0523.04;lane1;positive;46.8701515;7.54670382;MUENSINGEN (AB);BE;THUN;A 6
CH:0540.01;lane1;positive;47.2758331;7.51819706;WELSCHENROHR W;SO;HERBETSWIL;H 30
CH:0184.01;lane1;positive;46.9353867;7.39692593;BERN, BUEMPLIZ (AB);BE;BERN;A 12
CH:0301.05;lane2;negative;47.3656082;8.42435551;BIRMENSDORF N (AB) - ZH1103;ZH;URDORF;A 4
CH:0301.06;lane1;negative;47.3656158;8.42440128;BIRMENSDORF N (AB) - ZH1103;ZH;URDORF;A 4
CH:0301.07;emergencyLane;negative;47.3656197;8.42444611;BIRMENSDORF N (AB) - ZH1103;ZH;URDORF;A 4
CH:0301.08;lane1;;47.3630791;8.42530632;BIRMENSDORF N (AB) - ZH1103;ZH;URDORF;A 4
CH:0302.01;lane1;negative;47.4842186;9.44186306;ARBON, A1/ZUBRINGER SG;SG;ARBON;A 23
CH:0302.02;lane2;negative;47.4842339;9.44190311;ARBON, A1/ZUBRINGER SG;SG;ARBON;A 23
CH:0184.02;lane2;positive;46.9354019;7.3968811;BERN, BUEMPLIZ (AB);BE;BERN;A 12
CH:0203.02;lane1;positive;46.2303619;9.11446953;ROVEREDO (AS);GR;CASTIONE            ;A 13
CH:0341.01;lane3;positive;47.4545708;8.32588673;NEUENHOF (AB) - AG1402;AG;ZUERICH;A 1
CH:0281.05;lane2;negative;47.523159;8.71540928;OHRINGEN ANSCHLUSS 1 (AB);ZH;ZUERICH;A 1
CH:0538.01;lane1;positive;46.4575233;6.88343573;MONTREUX (AR);VD;MARTIGNY;A 9
CH:0538.02;lane2;positive;46.4575539;6.88345242;MONTREUX (AR);VD;MARTIGNY;A 9
CH:0289.04;lane1;positive;46.0970917;8.92837524;CAMIGNOLO (AS);TI;LUGANO;A 2
CH:0293.01;lane1;negative;46.511261;8.70472145;QUINTO (AS);TI;AIROLO;A 2
CH:0763.03;lane2;positive;47.2812805;8.82395744;HINWIL S;ZH;RUETI;A 15
CH:0763.04;lane1;positive;47.2813034;8.82399368;HINWIL S;ZH;RUETI;A 15
CH:0305.01;lane1;negative;47.120327;7.27691364;BRUEGG;BE;BIEL/BIENNE;A 6
CH:0322.02;lane1;positive;46.6532135;9.45163155;ZILLIS (AS);GR;SAN BERNARDINO;A 13
CH:0307.01;lane1;negative;47.4163246;9.64714527;OBERFAHR (AB);SG;ST. MARGRETHEN;A 13
CH:0307.02;lane2;negative;47.4163246;9.64720249;OBERFAHR (AB);SG;ST. MARGRETHEN;A 13
CH:0399.01;lane1;positive;46.7829361;7.06363297;ROSE;FR;FRIBOURG;H 181
CH:0611.02;lane1;positive;46.7833862;9.41544628;ROTHENBRUNNEN, TUNNEL ISLA BELLA (AB) - GR305;GR;BELLINZONA;A 13
CH:0281.06;lane1;negative;47.5231934;8.715415;OHRINGEN ANSCHLUSS 1 (AB);ZH;ZUERICH;A 1
CH:0023.03;lane2;negative;47.052681;7.53770494;MATTSTETTEN (AB);BE;BERN;A 1
CH:0308.03;lane2;negative;47.1904373;8.83082867;LACHEN (AB);SZ;ZUERICH;A 3
CH:0308.04;lane1;negative;47.1905174;8.8308506;LACHEN (AB);SZ;ZUERICH;A 3
CH:0524.02;lane1;positive;46.5272026;8.9237051;OLIVONE - LUCOMAGNO;TI;BIASCA;H 416
CH:0625.04;lane1;positive;47.1895409;8.49860287;STEINHAUSEN E (AB);ZG;VERZW. A14/A4;A 14
CH:0309.03;lane2;negative;46.6898193;7.6599555;SPIEZ (AB);BE;THUN;A 6
CH:0309.04;lane1;negative;46.689846;7.65997982;SPIEZ (AB);BE;THUN;A 6
CH:0310.01;lane1;negative;47.2611465;9.52758503;SENNWALD (AB);SG;ST. MARGRETHEN;A 13
CH:0310.02;lane2;negative;47.2611427;9.52763748;SENNWALD (AB);SG;ST. MARGRETHEN;A 13
CH:0625.03;lane2;positive;47.1895676;8.49857044;STEINHAUSEN E (AB);ZG;VERZW. A14/A4;A 14
CH:0632.01;lane1;positive;46.840435;9.86384869;DAVOS N, LARET - GR0237;GR;DAVOS;H 28
CH:0244.03;lane2;positive;47.4981117;7.60274601;REINACH BL (AB);BL;DELEMONT;A 18
CH:0244.04;lane1;positive;47.4981003;7.60279083;REINACH BL (AB);BL;DELEMONT;A 18
CH:0312.03;lane2;negative;47.4490395;8.23760033;MUELLIGEN OST (AB) - AG1422;AG;FRICK;A 3
CH:0312.04;lane1;negative;47.4490738;8.23762131;MUELLIGEN OST (AB) - AG1422;AG;FRICK;A 3
CH:0696.01;lane1;positive;47.2102165;7.73711157;BUETZBERG;BE;OFTRINGEN;H 1
CH:0365.02;lane1;positive;47.1918678;7.13134956;CORGEMONT W;BE;LA CHAUX-DE-FONDS;H 30
CH:0313.03;lane2;negative;46.2077446;7.27196455;ARDON (AR);VS;VEVEY;A 9
CH:0313.04;lane1;negative;46.2077713;7.27194023;ARDON (AR);VS;VEVEY;A 9
CH:0391.02;lane1;positive;46.6516914;6.78874731;MOUDON S;VD;BERN;H 1
CH:0160.03;lane2;positive;47.1876793;7.20986176;LA HEUTTE (AR);BE;BIENNE              ;A 16
CH:0314.03;lane2;negative;47.1812668;8.99006176;REICHENBURG (AB);SG;ZUERICH;A 3
CH:0314.04;lane1;negative;47.1812935;8.99008465;REICHENBURG (AB);SG;ZUERICH;A 3
CH:0160.04;lane1;positive;47.1877136;7.20986366;LA HEUTTE (AR);BE;BIENNE              ;A 16
CH:0798.01;lane1;positive;47.4661331;7.00248051;NEU-BOIS, TUNNEL S (AR);JU;0;A 16
CH:0315.03;lane2;negative;47.2010422;7.56639242;ZUCHWIL (AB);SO;BIEL/BIENNE;A 5
CH:0315.04;lane1;negative;47.2010651;7.56636286;ZUCHWIL (AB);SO;BIEL/BIENNE;A 5
CH:0317.01;lane1;;47.6458931;8.6502409;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0317.02;lane1;negative;47.6460037;8.65049458;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0317.03;lane2;negative;47.6460114;8.65053177;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0317.04;lane1;;47.6446991;8.65095901;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0798.02;lane2;positive;47.4661217;7.00240278;NEU-BOIS, TUNNEL S (AR);JU;0;A 16
CH:0294.02;lane1;positive;47.4242249;8.0548048;KUETTIGEN N;AG;AARAU;H 24
CH:0317.07;lane1;;47.6458855;8.65113068;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0317.08;lane1;;47.6470909;8.65016651;BENKEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0525.03;lane1;positive;46.178215;8.84347343;TENERO;TI;MINUSIO;A 13
CH:0293.02;lane2;negative;46.5112915;8.70474529;QUINTO (AS);TI;AIROLO;A 2
CH:0318.03;lane2;negative;47.0473022;9.43170834;MELS N (AB);SG;ZUERICH;A 3
CH:0318.04;lane1;negative;47.0473175;9.43175125;MELS N (AB);SG;ZUERICH;A 3
CH:0319.01;lane1;negative;47.1410065;8.44586849;BUONAS (AB);ZG;ROTKREUZ;A 4
CH:0319.02;lane2;negative;47.1410217;8.4459095;BUONAS (AB);ZG;ROTKREUZ;A 4
CH:0293.03;lane2;positive;46.5113564;8.70478916;QUINTO (AS);TI;BELLINZONA;A 2
CH:0293.04;lane1;positive;46.5113869;8.7048111;QUINTO (AS);TI;BELLINZONA;A 2
CH:0320.01;lane1;negative;46.8844337;9.5363493;CHUR NORD (AB);GR;SARGANS;A 13
CH:0320.02;lane2;negative;46.8844185;9.53639317;CHUR NORD (AB);GR;SARGANS;A 13
CH:0296.01;lane1;;47.0187111;8.2962532;HORW, SCHLUNDTUNNEL (AB);LU;LUZERN;A 2
CH:0296.02;lane1;negative;47.0194168;8.2959137;HORW, SCHLUNDTUNNEL (AB);LU;LUZERN;A 2
CH:0321.01;lane1;;47.5721931;7.59889078;BASEL, ANSCHLUSS WIESE, A3 (AB);BS;FRANKREICH;A 3
CH:0319.03;lane2;positive;47.1410408;8.44598007;BUONAS (AB);ZG;KUESSNACHT;A 4
CH:0319.04;lane1;positive;47.1410522;8.44602394;BUONAS (AB);ZG;KUESSNACHT;A 4
CH:0321.04;lane2;negative;47.5715446;7.59839869;BASEL, ANSCHLUSS WIESE, A3 (AB);BS;FRANKREICH;A 3
CH:0321.05;lane1;negative;47.5715561;7.59835577;BASEL, ANSCHLUSS WIESE, A3 (AB);BS;FRANKREICH;A 3
CH:0321.06;lane1;;47.5714684;7.59812546;BASEL, ANSCHLUSS WIESE, A3 (AB);BS;FRANKREICH;A 3
CH:0322.01;lane1;negative;46.6532211;9.45159245;ZILLIS (AS);GR;CHUR;A 13
CH:0005.01;lane1;positive;47.0001717;9.07611847;SCHWANDEN N;GL;GLARUS              ;H 17
CH:0023.04;lane1;negative;47.0527039;7.53766823;MATTSTETTEN (AB);BE;BERN;A 1
CH:0513.02;lane2;positive;47.2564278;7.68702459;WANGEN A. A. (AB);BE;ZUERICH;A 1
CH:0513.01;lane1;positive;47.2563972;7.68702841;WANGEN A. A. (AB);BE;ZUERICH;A 1
CH:0542.01;lane1;positive;47.4354401;8.35290051;SPREITENBACH W (AB) - AG1446;AG;ZUERICH;A 1
CH:0353.01;lane1;positive;46.9264336;7.54858017;WORB W;BE;GROSSHOECHSTETTEN;H 10
CH:0542.02;lane2;positive;47.4354706;8.35293293;SPREITENBACH W (AB) - AG1446;AG;ZUERICH;A 1
CH:0324.03;lane2;negative;46.5485382;6.91512203;CHATEL-ST-DENIS N (AR);FR;VEVEY;A 12
CH:0324.04;lane1;negative;46.5485382;6.91507149;CHATEL-ST-DENIS N (AR);FR;VEVEY;A 12
CH:0542.03;lane3;positive;47.4354973;8.35296917;SPREITENBACH W (AB) - AG1446;AG;ZUERICH;A 1
CH:0286.01;emergencyLane;positive;47.4103279;8.61696148;WALLISELLEN (AB);ZH;WINTERTHUR;A 1
CH:0325.03;lane2;negative;46.8493614;7.17649031;DUEDINGEN S (AB);FR;FRIBOURG;A 12
CH:0325.04;lane1;negative;46.8493881;7.17646456;DUEDINGEN S (AB);FR;FRIBOURG;A 12
CH:0395.01;lane1;positive;46.45998;7.28191614;GSTAAD S;BE;GSTAAD;H 142
CH:0759.02;lane2;positive;47.3739166;8.69839096;NAENIKON;ZH;RUETI;A 15
CH:0326.03;lane2;negative;46.8891792;7.34094954;FLAMATT E (AB);FR;FRIBOURG;A 12
CH:0326.04;lane1;negative;46.8892059;7.34093571;FLAMATT E (AB);FR;FRIBOURG;A 12
CH:0759.01;lane1;positive;47.3738899;8.69837284;NAENIKON;ZH;RUETI;A 15
CH:0286.04;lane3;positive;47.4104195;8.61689472;WALLISELLEN (AB);ZH;WINTERTHUR;A 1
CH:0286.02;lane1;positive;47.4103584;8.61693382;WALLISELLEN (AB);ZH;WINTERTHUR;A 1
CH:0675.01;lane1;positive;46.9834938;6.90996122;NEUCHATEL-OUEST TUNNEL (AR);NE;BIENNE;A 5
CH:0675.02;lane2;positive;46.9835205;6.90990543;NEUCHATEL-OUEST TUNNEL (AR);NE;BIENNE;A 5
CH:0286.03;lane2;positive;47.4103889;8.61691093;WALLISELLEN (AB);ZH;WINTERTHUR;A 1
CH:0640.03;lane2;positive;47.530468;8.8142767;ANSCHLUSS ATTIKON (AB));ZH;ST.GALLEN;A 1
CH:0640.02;lane1;positive;47.5304413;8.81426239;ANSCHLUSS ATTIKON (AB));ZH;ST.GALLEN;A 1
CH:0330.01;lane1;;47.1928711;8.72137928;WOLLERAU ANSCHLUSS (AB);SZ;ZUERICH;A 3
CH:0330.02;lane1;;47.1923599;8.72179031;WOLLERAU ANSCHLUSS (AB);SZ;ZUERICH;A 3
CH:0330.03;lane1;;47.1927528;8.72262859;WOLLERAU ANSCHLUSS (AB);SZ;ZUERICH;A 3
CH:0330.04;lane1;;47.193119;8.72140217;WOLLERAU ANSCHLUSS (AB);SZ;ZUERICH;A 3
CH:0285.02;lane1;positive;46.9559479;7.41808462;BERN, FORSTHAUS (AB);BE;WANKDORF;A 1
CH:0285.03;lane2;positive;46.9559669;7.41805124;BERN, FORSTHAUS (AB);BE;WANKDORF;A 1
CH:0285.04;lane3;positive;46.9559898;7.41801786;BERN, FORSTHAUS (AB);BE;WANKDORF;A 1
CH:0331.04;lane2;negative;46.5019493;6.89692259;CHATEL ST. DENIS (AR);VD;VEVEY;A 12
CH:0331.05;lane1;negative;46.5019684;6.89688873;CHATEL ST. DENIS (AR);VD;VEVEY;A 12
CH:0332.01;lane1;;47.3282204;8.5311203;WOLLISHOFEN (AB) RI ZUERICH - ZH1214;ZH;ZUERICH;A 3
CH:0332.02;lane1;negative;47.327877;8.53050327;WOLLISHOFEN (AB) RI ZUERICH - ZH1214;ZH;ZUERICH;A 3
CH:0332.03;lane2;negative;47.3278656;8.53045559;WOLLISHOFEN (AB) RI ZUERICH - ZH1214;ZH;ZUERICH;A 3
CH:0332.04;lane1;;47.3291512;8.53142071;WOLLISHOFEN (AB) RI ZUERICH - ZH1214;ZH;ZUERICH;A 3
CH:0290.04;lane3;positive;47.3106728;7.90074921;OFTRINGEN / ROTHRIST (AB) - AG1412;AG;ZUERICH;A 1
CH:0290.02;lane1;positive;47.3106194;7.9006958;OFTRINGEN / ROTHRIST (AB) - AG1412;AG;ZUERICH;A 1
CH:0290.03;lane2;positive;47.3106537;7.90072346;OFTRINGEN / ROTHRIST (AB) - AG1412;AG;ZUERICH;A 1
CH:0288.01;lane1;positive;47.2717819;7.71597958;NIEDERBIPP (AB);BE;ZUERICH;A 1
CH:0288.02;lane2;positive;47.2717896;7.71592474;NIEDERBIPP (AB);BE;ZUERICH;A 1
CH:0286.05;lane3;negative;47.4104729;8.6168499;WALLISELLEN (AB);ZH;ZUERICH;A 1
CH:0325.01;lane1;positive;46.8492851;7.17656088;DUEDINGEN S (AB);FR;FLAMATT;A 12
CH:0325.02;lane2;positive;46.8493156;7.17653227;DUEDINGEN S (AB);FR;FLAMATT;A 12
CH:0027.02;lane1;positive;46.7153206;8.88231087;DISENTIS E;GR;DISENTIS            ;H 19
CH:0280.02;lane2;positive;47.3908806;8.14155006;SCHAFISHEIM (AB) -  AG1410;AG;ZUERICH;A 1
CH:0280.01;lane1;positive;47.3908424;8.14154625;SCHAFISHEIM (AB) -  AG1410;AG;ZUERICH;A 1
CH:0009.02;lane1;positive;46.770153;8.14411545;BRUENIG, LETZI;OW;INTERLAKEN          ;A 8
CH:0834.01;lane1;positive;47.1255722;7.26380825;LAENGHOLZTUNNEL;BE;SOLOTHURN;A 5
CH:0834.02;lane2;positive;47.1255989;7.26373196;LAENGHOLZTUNNEL;BE;SOLOTHURN;A 5
CH:0082.02;lane2;positive;47.4270706;9.21692944;GOSSAU (AB);SG;ST. GALLEN          ;A 1
CH:0082.01;lane1;positive;47.4270401;9.21689701;GOSSAU (AB);SG;ST. GALLEN          ;A 1
CH:0517.03;lane2;negative;47.4150848;9.27780247;GOSSAU, OBERBERG (AB);SG;GOSSAU;A 1
CH:0517.04;lane1;negative;47.4151077;9.27783871;GOSSAU, OBERBERG (AB);SG;GOSSAU;A 1
CH:0691.03;lane2;positive;47.0704079;7.2868185;LYSS;BE;SCHOENBUEHL;A 6
CH:0691.04;lane1;positive;47.0704041;7.28686571;LYSS;BE;SCHOENBUEHL;A 6
CH:0771.02;lane1;positive;47.4513512;7.59661961;TUNNEL EGGFLUE;BL;DELEMONT;A 18
CH:0145.02;lane1;positive;47.3394661;7.90893269;AARBURG N;AG;AARBURG             ;H 2
CH:0298.04;lane1;negative;47.4026527;8.2071352;OTHMARSINGEN (AB);AG;BERN;A 1
CH:0298.03;lane2;negative;47.4026337;8.20717907;OTHMARSINGEN (AB);AG;BERN;A 1
CH:0357.01;lane1;positive;46.8197823;7.3652873;SCHWARZENBURG E;BE;RIGGISBERG;H 183
